,상품군별(1),운영형태별(1),날짜,거래액
1862,음·식료품,온라인 전용몰,2020.05,1044700
1863,음·식료품,온·오프라인 병행몰,2020.05,361246
1864,농축수산물,온라인 전용몰,2020.05,350296
1865,농축수산물,온·오프라인 병행몰,2020.05,93584
1866,생활용품,온라인 전용몰,2020.05,971796
1867,생활용품,온·오프라인 병행몰,2020.05,165622
1868,자동차 및 자동차용품,온라인 전용몰,2020.05,101161
1869,자동차 및 자동차용품,온·오프라인 병행몰,2020.05,40460
1870,가구,온라인 전용몰,2020.05,316637
1871,가구,온·오프라인 병행몰,2020.05,80930
1872,애완용품,온라인 전용몰,2020.05,119021
1873,애완용품,온·오프라인 병행몰,2020.05,7817
1874,여행 및 교통서비스,온라인 전용몰,2020.05,219118
1875,여행 및 교통서비스,온·오프라인 병행몰,2020.05,331559
1876,문화 및 레저서비스,온라인 전용몰,2020.05,41594
1877,문화 및 레저서비스,온·오프라인 병행몰,2020.05,11841
1878,이쿠폰서비스,온라인 전용몰,2020.05,352273
1879,이쿠폰서비스,온·오프라인 병행몰,2020.05,994
1880,음식서비스,온라인 전용몰,2020.05,1272689
1881,음식서비스,온·오프라인 병행몰,2020.05,48121
1882,기타서비스,온라인 전용몰,2020.05,65214
1883,기타서비스,온·오프라인 병행몰,2020.05,33774
1884,기타,온라인 전용몰,2020.05,317806
1885,기타,온·오프라인 병행몰,2020.05,27428
1886,컴퓨터 및 주변기기,온라인 전용몰,2020.06,450038
1887,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.06,134451
1888,가전·전자·통신기기,온라인 전용몰,2020.06,1117375
1889,가전·전자·통신기기,온·오프라인 병행몰,2020.06,341947
1890,서적,온라인 전용몰,2020.06,68546
1891,서적,온·오프라인 병행몰,2020.06,102445
1892,사무·문구,온라인 전용몰,2020.06,85170
1893,사무·문구,온·오프라인 병행몰,2020.06,14645
1894,의복,온라인 전용몰,2020.06,844695
1895,의복,온·오프라인 병행몰,2020.06,448509
1896,신발,온라인 전용몰,2020.06,167034
1897,신발,온·오프라인 병행몰,2020.06,111641
1898,가방,온라인 전용몰,2020.06,96418
1899,가방,온·오프라인 병행몰,2020.06,60972
1900,패션용품 및 액세서리,온라인 전용몰,2020.06,171230
1901,패션용품 및 액세서리,온·오프라인 병행몰,2020.06,63309
1902,스포츠·레저용품,온라인 전용몰,2020.06,409306
1903,스포츠·레저용품,온·오프라인 병행몰,2020.06,64201
1904,화장품,온라인 전용몰,2020.06,383346
1905,화장품,온·오프라인 병행몰,2020.06,648603
1906,아동·유아용품,온라인 전용몰,2020.06,326304
1907,아동·유아용품,온·오프라인 병행몰,2020.06,37803
1908,음·식료품,온라인 전용몰,2020.06,1005680
1909,음·식료품,온·오프라인 병행몰,2020.06,351812
1910,농축수산물,온라인 전용몰,2020.06,355380
1911,농축수산물,온·오프라인 병행몰,2020.06,94535
1912,생활용품,온라인 전용몰,2020.06,972771
1913,생활용품,온·오프라인 병행몰,2020.06,172217
1914,자동차 및 자동차용품,온라인 전용몰,2020.06,102589
1915,자동차 및 자동차용품,온·오프라인 병행몰,2020.06,165711
1916,가구,온라인 전용몰,2020.06,312558
1917,가구,온·오프라인 병행몰,2020.06,79714
1918,애완용품,온라인 전용몰,2020.06,120482
1919,애완용품,온·오프라인 병행몰,2020.06,7965
1920,여행 및 교통서비스,온라인 전용몰,2020.06,247142
1921,여행 및 교통서비스,온·오프라인 병행몰,2020.06,335627
1922,문화 및 레저서비스,온라인 전용몰,2020.06,26838
1923,문화 및 레저서비스,온·오프라인 병행몰,2020.06,18527
1924,이쿠폰서비스,온라인 전용몰,2020.06,321702
1925,이쿠폰서비스,온·오프라인 병행몰,2020.06,1005
1926,음식서비스,온라인 전용몰,2020.06,1210858
1927,음식서비스,온·오프라인 병행몰,2020.06,42634
1928,기타서비스,온라인 전용몰,2020.06,68471
1929,기타서비스,온·오프라인 병행몰,2020.06,35812
1930,기타,온라인 전용몰,2020.06,287458
1931,기타,온·오프라인 병행몰,2020.06,23003
1932,컴퓨터 및 주변기기,온라인 전용몰,2020.07,492410
1933,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.07,135067
1934,가전·전자·통신기기,온라인 전용몰,2020.07,1039873
1935,가전·전자·통신기기,온·오프라인 병행몰,2020.07,279862
1936,서적,온라인 전용몰,2020.07,81344
1937,서적,온·오프라인 병행몰,2020.07,111494
1938,사무·문구,온라인 전용몰,2020.07,87868
1939,사무·문구,온·오프라인 병행몰,2020.07,14678
1940,의복,온라인 전용몰,2020.07,738977
1941,의복,온·오프라인 병행몰,2020.07,361556
1942,신발,온라인 전용몰,2020.07,143169
1943,신발,온·오프라인 병행몰,2020.07,101201
1944,가방,온라인 전용몰,2020.07,112065
1945,가방,온·오프라인 병행몰,2020.07,57245
1946,패션용품 및 액세서리,온라인 전용몰,2020.07,179650
1947,패션용품 및 액세서리,온·오프라인 병행몰,2020.07,66910
1948,스포츠·레저용품,온라인 전용몰,2020.07,427342
1949,스포츠·레저용품,온·오프라인 병행몰,2020.07,62322
1950,화장품,온라인 전용몰,2020.07,408628
1951,화장품,온·오프라인 병행몰,2020.07,662103
1952,아동·유아용품,온라인 전용몰,2020.07,337130
1953,아동·유아용품,온·오프라인 병행몰,2020.07,33758
1954,음·식료품,온라인 전용몰,2020.07,1108077
1955,음·식료품,온·오프라인 병행몰,2020.07,388202
1956,농축수산물,온라인 전용몰,2020.07,396338
1957,농축수산물,온·오프라인 병행몰,2020.07,97156
1958,생활용품,온라인 전용몰,2020.07,1007440
1959,생활용품,온·오프라인 병행몰,2020.07,184079
1960,자동차 및 자동차용품,온라인 전용몰,2020.07,110578
1961,자동차 및 자동차용품,온·오프라인 병행몰,2020.07,59391
1962,가구,온라인 전용몰,2020.07,304298
1963,가구,온·오프라인 병행몰,2020.07,74873
1964,애완용품,온라인 전용몰,2020.07,129904
1965,애완용품,온·오프라인 병행몰,2020.07,8316
1966,여행 및 교통서비스,온라인 전용몰,2020.07,352837
1967,여행 및 교통서비스,온·오프라인 병행몰,2020.07,429171
1968,문화 및 레저서비스,온라인 전용몰,2020.07,53111
1969,문화 및 레저서비스,온·오프라인 병행몰,2020.07,25845
1970,이쿠폰서비스,온라인 전용몰,2020.07,353067
1971,이쿠폰서비스,온·오프라인 병행몰,2020.07,3162
1972,음식서비스,온라인 전용몰,2020.07,1333927
1973,음식서비스,온·오프라인 병행몰,2020.07,44857
1974,기타서비스,온라인 전용몰,2020.07,75637
1975,기타서비스,온·오프라인 병행몰,2020.07,39081
1976,기타,온라인 전용몰,2020.07,308630
1977,기타,온·오프라인 병행몰,2020.07,23264
1978,컴퓨터 및 주변기기,온라인 전용몰,2020.08,524735
1979,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.08,130567
1980,가전·전자·통신기기,온라인 전용몰,2020.08,1239743
1981,가전·전자·통신기기,온·오프라인 병행몰,2020.08,296270
1982,서적,온라인 전용몰,2020.08,86383
1983,서적,온·오프라인 병행몰,2020.08,120466
1984,사무·문구,온라인 전용몰,2020.08,81417
1985,사무·문구,온·오프라인 병행몰,2020.08,14687
1986,의복,온라인 전용몰,2020.08,611455
1987,의복,온·오프라인 병행몰,2020.08,323013
1988,신발,온라인 전용몰,2020.08,116396
1989,신발,온·오프라인 병행몰,2020.08,82517
1990,가방,온라인 전용몰,2020.08,102217
1991,가방,온·오프라인 병행몰,2020.08,59702
1992,패션용품 및 액세서리,온라인 전용몰,2020.08,157802
1993,패션용품 및 액세서리,온·오프라인 병행몰,2020.08,63170
1994,스포츠·레저용품,온라인 전용몰,2020.08,351293
1995,스포츠·레저용품,온·오프라인 병행몰,2020.08,53550
1996,화장품,온라인 전용몰,2020.08,388331
1997,화장품,온·오프라인 병행몰,2020.08,747564
1998,아동·유아용품,온라인 전용몰,2020.08,334107
1999,아동·유아용품,온·오프라인 병행몰,2020.08,32244
2000,음·식료품,온라인 전용몰,2020.08,1151213
2001,음·식료품,온·오프라인 병행몰,2020.08,402614
2002,농축수산물,온라인 전용몰,2020.08,423953
2003,농축수산물,온·오프라인 병행몰,2020.08,106820
2004,생활용품,온라인 전용몰,2020.08,1052992
2005,생활용품,온·오프라인 병행몰,2020.08,203474
2006,자동차 및 자동차용품,온라인 전용몰,2020.08,90357
2007,자동차 및 자동차용품,온·오프라인 병행몰,2020.08,96124
2008,가구,온라인 전용몰,2020.08,332010
2009,가구,온·오프라인 병행몰,2020.08,74115
2010,애완용품,온라인 전용몰,2020.08,128364
2011,애완용품,온·오프라인 병행몰,2020.08,8275
2012,여행 및 교통서비스,온라인 전용몰,2020.08,393818
2013,여행 및 교통서비스,온·오프라인 병행몰,2020.08,386897
2014,문화 및 레저서비스,온라인 전용몰,2020.08,23399
2015,문화 및 레저서비스,온·오프라인 병행몰,2020.08,35477
2016,이쿠폰서비스,온라인 전용몰,2020.08,360872
2017,이쿠폰서비스,온·오프라인 병행몰,2020.08,1264
2018,음식서비스,온라인 전용몰,2020.08,1603988
2019,음식서비스,온·오프라인 병행몰,2020.08,73431
2020,기타서비스,온라인 전용몰,2020.08,129079
2021,기타서비스,온·오프라인 병행몰,2020.08,35220
2022,기타,온라인 전용몰,2020.08,354286
2023,기타,온·오프라인 병행몰,2020.08,29829
2024,컴퓨터 및 주변기기,온라인 전용몰,2020.09,558152
2025,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.09,153632
2026,가전·전자·통신기기,온라인 전용몰,2020.09,1057834
2027,가전·전자·통신기기,온·오프라인 병행몰,2020.09,253900
2028,서적,온라인 전용몰,2020.09,89054
2029,서적,온·오프라인 병행몰,2020.09,133911
2030,사무·문구,온라인 전용몰,2020.09,92191
2031,사무·문구,온·오프라인 병행몰,2020.09,16386
2032,의복,온라인 전용몰,2020.09,778744
2033,의복,온·오프라인 병행몰,2020.09,402863
2034,신발,온라인 전용몰,2020.09,123921
2035,신발,온·오프라인 병행몰,2020.09,94189
2036,가방,온라인 전용몰,2020.09,101324
2037,가방,온·오프라인 병행몰,2020.09,57228
2038,패션용품 및 액세서리,온라인 전용몰,2020.09,147939
2039,패션용품 및 액세서리,온·오프라인 병행몰,2020.09,59363
2040,스포츠·레저용품,온라인 전용몰,2020.09,392619
2041,스포츠·레저용품,온·오프라인 병행몰,2020.09,51142
2042,화장품,온라인 전용몰,2020.09,407747
2043,화장품,온·오프라인 병행몰,2020.09,719363
2044,아동·유아용품,온라인 전용몰,2020.09,345712
2045,아동·유아용품,온·오프라인 병행몰,2020.09,38125
2046,음·식료품,온라인 전용몰,2020.09,1404851
2047,음·식료품,온·오프라인 병행몰,2020.09,490561
2048,농축수산물,온라인 전용몰,2020.09,595052
2049,농축수산물,온·오프라인 병행몰,2020.09,187928
2050,생활용품,온라인 전용몰,2020.09,1002571
2051,생활용품,온·오프라인 병행몰,2020.09,201511
2052,자동차 및 자동차용품,온라인 전용몰,2020.09,104573
2053,자동차 및 자동차용품,온·오프라인 병행몰,2020.09,89946
2054,가구,온라인 전용몰,2020.09,359741
2055,가구,온·오프라인 병행몰,2020.09,83763
2056,애완용품,온라인 전용몰,2020.09,130673
2057,애완용품,온·오프라인 병행몰,2020.09,8773
2058,여행 및 교통서비스,온라인 전용몰,2020.09,236221
2059,여행 및 교통서비스,온·오프라인 병행몰,2020.09,310176
2060,문화 및 레저서비스,온라인 전용몰,2020.09,19547
2061,문화 및 레저서비스,온·오프라인 병행몰,2020.09,21253
2062,이쿠폰서비스,온라인 전용몰,2020.09,410074
2063,이쿠폰서비스,온·오프라인 병행몰,2020.09,2245
2064,음식서비스,온라인 전용몰,2020.09,1546465
2065,음식서비스,온·오프라인 병행몰,2020.09,57759
2066,기타서비스,온라인 전용몰,2020.09,109079
2067,기타서비스,온·오프라인 병행몰,2020.09,33363
2068,기타,온라인 전용몰,2020.09,303230
2069,기타,온·오프라인 병행몰,2020.09,34003
2070,컴퓨터 및 주변기기,온라인 전용몰,2020.1,475541
2071,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.1,140307
2072,가전·전자·통신기기,온라인 전용몰,2020.1,1204669
2073,가전·전자·통신기기,온·오프라인 병행몰,2020.1,330421
2074,서적,온라인 전용몰,2020.1,70582
2075,서적,온·오프라인 병행몰,2020.1,102059
2076,사무·문구,온라인 전용몰,2020.1,98236
2077,사무·문구,온·오프라인 병행몰,2020.1,17174
2078,의복,온라인 전용몰,2020.1,1046785
2079,의복,온·오프라인 병행몰,2020.1,585454
2080,신발,온라인 전용몰,2020.1,152810
2081,신발,온·오프라인 병행몰,2020.1,107368
2082,가방,온라인 전용몰,2020.1,106580
2083,가방,온·오프라인 병행몰,2020.1,57730
2084,패션용품 및 액세서리,온라인 전용몰,2020.1,153205
2085,패션용품 및 액세서리,온·오프라인 병행몰,2020.1,60465
2086,스포츠·레저용품,온라인 전용몰,2020.1,466892
2087,스포츠·레저용품,온·오프라인 병행몰,2020.1,78050
2088,화장품,온라인 전용몰,2020.1,414694
2089,화장품,온·오프라인 병행몰,2020.1,667233
2090,아동·유아용품,온라인 전용몰,2020.1,348290
2091,아동·유아용품,온·오프라인 병행몰,2020.1,40236
2092,음·식료품,온라인 전용몰,2020.1,1167424
2093,음·식료품,온·오프라인 병행몰,2020.1,387371
2094,농축수산물,온라인 전용몰,2020.1,431478
2095,농축수산물,온·오프라인 병행몰,2020.1,102446
2096,생활용품,온라인 전용몰,2020.1,962804
2097,생활용품,온·오프라인 병행몰,2020.1,179924
2098,자동차 및 자동차용품,온라인 전용몰,2020.1,99428
2099,자동차 및 자동차용품,온·오프라인 병행몰,2020.1,56672
2100,가구,온라인 전용몰,2020.1,350119
2101,가구,온·오프라인 병행몰,2020.1,96569
2102,애완용품,온라인 전용몰,2020.1,135339
2103,애완용품,온·오프라인 병행몰,2020.1,8917
2104,여행 및 교통서비스,온라인 전용몰,2020.1,303910
2105,여행 및 교통서비스,온·오프라인 병행몰,2020.1,374902
2106,문화 및 레저서비스,온라인 전용몰,2020.1,53663
2107,문화 및 레저서비스,온·오프라인 병행몰,2020.1,25165
2108,이쿠폰서비스,온라인 전용몰,2020.1,368611
2109,이쿠폰서비스,온·오프라인 병행몰,2020.1,3315
2110,음식서비스,온라인 전용몰,2020.1,1499795
2111,음식서비스,온·오프라인 병행몰,2020.1,47087
2112,기타서비스,온라인 전용몰,2020.1,127212
2113,기타서비스,온·오프라인 병행몰,2020.1,33850
2114,기타,온라인 전용몰,2020.1,271687
2115,기타,온·오프라인 병행몰,2020.1,44411
2116,컴퓨터 및 주변기기,온라인 전용몰,2020.11,575484
2117,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.11,160830
2118,가전·전자·통신기기,온라인 전용몰,2020.11,1421866
2119,가전·전자·통신기기,온·오프라인 병행몰,2020.11,402925
2120,서적,온라인 전용몰,2020.11,82045
2121,서적,온·오프라인 병행몰,2020.11,104589
2122,사무·문구,온라인 전용몰,2020.11,109977
2123,사무·문구,온·오프라인 병행몰,2020.11,18620
2124,의복,온라인 전용몰,2020.11,1143675
2125,의복,온·오프라인 병행몰,2020.11,628599
2126,신발,온라인 전용몰,2020.11,173729
2127,신발,온·오프라인 병행몰,2020.11,139143
2128,가방,온라인 전용몰,2020.11,110156
2129,가방,온·오프라인 병행몰,2020.11,56555
2130,패션용품 및 액세서리,온라인 전용몰,2020.11,176541
2131,패션용품 및 액세서리,온·오프라인 병행몰,2020.11,60894
2132,스포츠·레저용품,온라인 전용몰,2020.11,438911
2133,스포츠·레저용품,온·오프라인 병행몰,2020.11,93771
2134,화장품,온라인 전용몰,2020.11,441171
2135,화장품,온·오프라인 병행몰,2020.11,741502
2136,아동·유아용품,온라인 전용몰,2020.11,360699
2137,아동·유아용품,온·오프라인 병행몰,2020.11,36486
2138,음·식료품,온라인 전용몰,2020.11,1255126
2139,음·식료품,온·오프라인 병행몰,2020.11,400213
2140,농축수산물,온라인 전용몰,2020.11,448763
2141,농축수산물,온·오프라인 병행몰,2020.11,111795
2142,생활용품,온라인 전용몰,2020.11,1009924
2143,생활용품,온·오프라인 병행몰,2020.11,170373
2144,자동차 및 자동차용품,온라인 전용몰,2020.11,144670
2145,자동차 및 자동차용품,온·오프라인 병행몰,2020.11,69618
2146,가구,온라인 전용몰,2020.11,362776
2147,가구,온·오프라인 병행몰,2020.11,80936
2148,애완용품,온라인 전용몰,2020.11,137007
2149,애완용품,온·오프라인 병행몰,2020.11,8593
2150,여행 및 교통서비스,온라인 전용몰,2020.11,306498
2151,여행 및 교통서비스,온·오프라인 병행몰,2020.11,377941
2152,문화 및 레저서비스,온라인 전용몰,2020.11,44883
2153,문화 및 레저서비스,온·오프라인 병행몰,2020.11,24494
2154,이쿠폰서비스,온라인 전용몰,2020.11,416056
2155,이쿠폰서비스,온·오프라인 병행몰,2020.11,1302
2156,음식서비스,온라인 전용몰,2020.11,1592923
2157,음식서비스,온·오프라인 병행몰,2020.11,50305
2158,기타서비스,온라인 전용몰,2020.11,96111
2159,기타서비스,온·오프라인 병행몰,2020.11,38571
2160,기타,온라인 전용몰,2020.11,311464
2161,기타,온·오프라인 병행몰,2020.11,39769
2162,컴퓨터 및 주변기기,온라인 전용몰,2020.12,694724
2163,컴퓨터 및 주변기기,온·오프라인 병행몰,2020.12,220654
2164,가전·전자·통신기기,온라인 전용몰,2020.12,1333340
2165,가전·전자·통신기기,온·오프라인 병행몰,2020.12,383313
2166,서적,온라인 전용몰,2020.12,107795
2167,서적,온·오프라인 병행몰,2020.12,148590
2168,사무·문구,온라인 전용몰,2020.12,147178
2169,사무·문구,온·오프라인 병행몰,2020.12,25740
2170,의복,온라인 전용몰,2020.12,948459
2171,의복,온·오프라인 병행몰,2020.12,583978
2172,신발,온라인 전용몰,2020.12,155297
2173,신발,온·오프라인 병행몰,2020.12,116092
2174,가방,온라인 전용몰,2020.12,101162
2175,가방,온·오프라인 병행몰,2020.12,57247
2176,패션용품 및 액세서리,온라인 전용몰,2020.12,210652
2177,패션용품 및 액세서리,온·오프라인 병행몰,2020.12,74415
2178,스포츠·레저용품,온라인 전용몰,2020.12,389648
2179,스포츠·레저용품,온·오프라인 병행몰,2020.12,78415
2180,화장품,온라인 전용몰,2020.12,471299
2181,화장품,온·오프라인 병행몰,2020.12,676987
2182,아동·유아용품,온라인 전용몰,2020.12,474692
2183,아동·유아용품,온·오프라인 병행몰,2020.12,44896
2184,음·식료품,온라인 전용몰,2020.12,1431532
2185,음·식료품,온·오프라인 병행몰,2020.12,447886
2186,농축수산물,온라인 전용몰,2020.12,595853
2187,농축수산물,온·오프라인 병행몰,2020.12,141164
2188,생활용품,온라인 전용몰,2020.12,1145283
2189,생활용품,온·오프라인 병행몰,2020.12,199521
2190,자동차 및 자동차용품,온라인 전용몰,2020.12,138302
2191,자동차 및 자동차용품,온·오프라인 병행몰,2020.12,55403
2192,가구,온라인 전용몰,2020.12,397197
2193,가구,온·오프라인 병행몰,2020.12,90631
2194,애완용품,온라인 전용몰,2020.12,150651
2195,애완용품,온·오프라인 병행몰,2020.12,10079
2196,여행 및 교통서비스,온라인 전용몰,2020.12,223180
2197,여행 및 교통서비스,온·오프라인 병행몰,2020.12,246462
2198,문화 및 레저서비스,온라인 전용몰,2020.12,6322
2199,문화 및 레저서비스,온·오프라인 병행몰,2020.12,1121
2200,이쿠폰서비스,온라인 전용몰,2020.12,537267
2201,이쿠폰서비스,온·오프라인 병행몰,2020.12,1222
2202,음식서비스,온라인 전용몰,2020.12,2133490
2203,음식서비스,온·오프라인 병행몰,2020.12,64666
2204,기타서비스,온라인 전용몰,2020.12,106318
2205,기타서비스,온·오프라인 병행몰,2020.12,37448
2206,기타,온라인 전용몰,2020.12,325413
2207,기타,온·오프라인 병행몰,2020.12,41149
2208,컴퓨터 및 주변기기,온라인 전용몰,2021.01,678552
2209,컴퓨터 및 주변기기,온·오프라인 병행몰,2021.01,207825
2210,가전·전자·통신기기,온라인 전용몰,2021.01,1343209
2211,가전·전자·통신기기,온·오프라인 병행몰,2021.01,404386
2212,서적,온라인 전용몰,2021.01,109710
2213,서적,온·오프라인 병행몰,2021.01,149760
2214,사무·문구,온라인 전용몰,2021.01,110791
2215,사무·문구,온·오프라인 병행몰,2021.01,20645
2216,의복,온라인 전용몰,2021.01,743350
2217,의복,온·오프라인 병행몰,2021.01,381534
2218,신발,온라인 전용몰,2021.01,121580
2219,신발,온·오프라인 병행몰,2021.01,84595
2220,가방,온라인 전용몰,2021.01,99456
2221,가방,온·오프라인 병행몰,2021.01,56486
2222,패션용품 및 액세서리,온라인 전용몰,2021.01,170374
2223,패션용품 및 액세서리,온·오프라인 병행몰,2021.01,71142
2224,스포츠·레저용품,온라인 전용몰,2021.01,297874
2225,스포츠·레저용품,온·오프라인 병행몰,2021.01,60421
2226,화장품,온라인 전용몰,2021.01,470060
2227,화장품,온·오프라인 병행몰,2021.01,677691
2228,아동·유아용품,온라인 전용몰,2021.01,360262
2229,아동·유아용품,온·오프라인 병행몰,2021.01,37043
2230,음·식료품,온라인 전용몰,2021.01,1517526
2231,음·식료품,온·오프라인 병행몰,2021.01,464432
2232,농축수산물,온라인 전용몰,2021.01,644800
2233,농축수산물,온·오프라인 병행몰,2021.01,161850
2234,생활용품,온라인 전용몰,2021.01,1075369
2235,생활용품,온·오프라인 병행몰,2021.01,183181
2236,자동차 및 자동차용품,온라인 전용몰,2021.01,99829
2237,자동차 및 자동차용품,온·오프라인 병행몰,2021.01,44365
2238,가구,온라인 전용몰,2021.01,393136
2239,가구,온·오프라인 병행몰,2021.01,80739
2240,애완용품,온라인 전용몰,2021.01,149087
2241,애완용품,온·오프라인 병행몰,2021.01,9156
2242,여행 및 교통서비스,온라인 전용몰,2021.01,210221
2243,여행 및 교통서비스,온·오프라인 병행몰,2021.01,286347
2244,문화 및 레저서비스,온라인 전용몰,2021.01,19042
2245,문화 및 레저서비스,온·오프라인 병행몰,2021.01,9987
2246,이쿠폰서비스,온라인 전용몰,2021.01,471896
2247,이쿠폰서비스,온·오프라인 병행몰,2021.01,2102
2248,음식서비스,온라인 전용몰,2021.01,1994517
2249,음식서비스,온·오프라인 병행몰,2021.01,61548
2250,기타서비스,온라인 전용몰,2021.01,137097
2251,기타서비스,온·오프라인 병행몰,2021.01,41833
2252,기타,온라인 전용몰,2021.01,260503
2253,기타,온·오프라인 병행몰,2021.01,30082
2254,컴퓨터 및 주변기기,온라인 전용몰,2021.02,660656
2255,컴퓨터 및 주변기기,온·오프라인 병행몰,2021.02,189025
2256,가전·전자·통신기기,온라인 전용몰,2021.02,1139528
2257,가전·전자·통신기기,온·오프라인 병행몰,2021.02,354559
2258,서적,온라인 전용몰,2021.02,99223
2259,서적,온·오프라인 병행몰,2021.02,121041
2260,사무·문구,온라인 전용몰,2021.02,102787
2261,사무·문구,온·오프라인 병행몰,2021.02,17064
2262,의복,온라인 전용몰,2021.02,675240
2263,의복,온·오프라인 병행몰,2021.02,356996
2264,신발,온라인 전용몰,2021.02,131563
2265,신발,온·오프라인 병행몰,2021.02,92661
2266,가방,온라인 전용몰,2021.02,112631
2267,가방,온·오프라인 병행몰,2021.02,61202
2268,패션용품 및 액세서리,온라인 전용몰,2021.02,156000
2269,패션용품 및 액세서리,온·오프라인 병행몰,2021.02,66517
2270,스포츠·레저용품,온라인 전용몰,2021.02,267133
2271,스포츠·레저용품,온·오프라인 병행몰,2021.02,57975
2272,화장품,온라인 전용몰,2021.02,434529
2273,화장품,온·오프라인 병행몰,2021.02,532383
2274,아동·유아용품,온라인 전용몰,2021.02,332156
2275,아동·유아용품,온·오프라인 병행몰,2021.02,34135
2276,음·식료품,온라인 전용몰,2021.02,1351649
2277,음·식료품,온·오프라인 병행몰,2021.02,389830
2278,농축수산물,온라인 전용몰,2021.02,573621
2279,농축수산물,온·오프라인 병행몰,2021.02,129028
2280,생활용품,온라인 전용몰,2021.02,959897
2281,생활용품,온·오프라인 병행몰,2021.02,158202
2282,자동차 및 자동차용품,온라인 전용몰,2021.02,87007
2283,자동차 및 자동차용품,온·오프라인 병행몰,2021.02,74491
2284,가구,온라인 전용몰,2021.02,361967
2285,가구,온·오프라인 병행몰,2021.02,72729
2286,애완용품,온라인 전용몰,2021.02,130862
2287,애완용품,온·오프라인 병행몰,2021.02,7457
2288,여행 및 교통서비스,온라인 전용몰,2021.02,255271
2289,여행 및 교통서비스,온·오프라인 병행몰,2021.02,314398
2290,문화 및 레저서비스,온라인 전용몰,2021.02,46670
2291,문화 및 레저서비스,온·오프라인 병행몰,2021.02,22178
2292,이쿠폰서비스,온라인 전용몰,2021.02,489893
2293,이쿠폰서비스,온·오프라인 병행몰,2021.02,953
2294,음식서비스,온라인 전용몰,2021.02,1794726
2295,음식서비스,온·오프라인 병행몰,2021.02,57472
2296,기타서비스,온라인 전용몰,2021.02,141102
2297,기타서비스,온·오프라인 병행몰,2021.02,40602
2298,기타,온라인 전용몰,2021.02,254833
2299,기타,온·오프라인 병행몰,2021.02,30323
2300,컴퓨터 및 주변기기,온라인 전용몰,2021.03,661959
2301,컴퓨터 및 주변기기,온·오프라인 병행몰,2021.03,209130
2302,가전·전자·통신기기,온라인 전용몰,2021.03,1295429
2303,가전·전자·통신기기,온·오프라인 병행몰,2021.03,369649
2304,서적,온라인 전용몰,2021.03,103078
2305,서적,온·오프라인 병행몰,2021.03,166591
2306,사무·문구,온라인 전용몰,2021.03,120101
2307,사무·문구,온·오프라인 병행몰,2021.03,19238
2308,의복,온라인 전용몰,2021.03,992949
2309,의복,온·오프라인 병행몰,2021.03,501266
2310,신발,온라인 전용몰,2021.03,190344
2311,신발,온·오프라인 병행몰,2021.03,123937
2312,가방,온라인 전용몰,2021.03,133715
2313,가방,온·오프라인 병행몰,2021.03,69353
2314,패션용품 및 액세서리,온라인 전용몰,2021.03,194241
2315,패션용품 및 액세서리,온·오프라인 병행몰,2021.03,72491
2316,스포츠·레저용품,온라인 전용몰,2021.03,365911
2317,스포츠·레저용품,온·오프라인 병행몰,2021.03,83500
2318,화장품,온라인 전용몰,2021.03,471726
2319,화장품,온·오프라인 병행몰,2021.03,639973
2320,아동·유아용품,온라인 전용몰,2021.03,379147
2321,아동·유아용품,온·오프라인 병행몰,2021.03,38317
2322,음·식료품,온라인 전용몰,2021.03,1437659
2323,음·식료품,온·오프라인 병행몰,2021.03,402702
2324,농축수산물,온라인 전용몰,2021.03,534276
2325,농축수산물,온·오프라인 병행몰,2021.03,111866
2326,생활용품,온라인 전용몰,2021.03,1115524
2327,생활용품,온·오프라인 병행몰,2021.03,159137
2328,자동차 및 자동차용품,온라인 전용몰,2021.03,101823
2329,자동차 및 자동차용품,온·오프라인 병행몰,2021.03,257066
2330,가구,온라인 전용몰,2021.03,414512
2331,가구,온·오프라인 병행몰,2021.03,82676
2332,애완용품,온라인 전용몰,2021.03,149991
2333,애완용품,온·오프라인 병행몰,2021.03,8235
2334,여행 및 교통서비스,온라인 전용몰,2021.03,256591
2335,여행 및 교통서비스,온·오프라인 병행몰,2021.03,355724
2336,문화 및 레저서비스,온라인 전용몰,2021.03,53353
2337,문화 및 레저서비스,온·오프라인 병행몰,2021.03,24515
2338,이쿠폰서비스,온라인 전용몰,2021.03,496346
2339,이쿠폰서비스,온·오프라인 병행몰,2021.03,2392
2340,음식서비스,온라인 전용몰,2021.03,1940942
2341,음식서비스,온·오프라인 병행몰,2021.03,57318
2342,기타서비스,온라인 전용몰,2021.03,224643
2343,기타서비스,온·오프라인 병행몰,2021.03,45900
2344,기타,온라인 전용몰,2021.03,339962
2345,기타,온·오프라인 병행몰,2021.03,34419
2346,컴퓨터 및 주변기기,온라인 전용몰,2021.04,569645
2347,컴퓨터 및 주변기기,온·오프라인 병행몰,2021.04,163106
2348,가전·전자·통신기기,온라인 전용몰,2021.04,1215040
2349,가전·전자·통신기기,온·오프라인 병행몰,2021.04,308396
